text,sentiment
earnings per share eps eur loss eur,positive
company transportation business conducted florida rock tank lines southeastern transportation company concentrating hauling motor carrier liquid dry bulk commodities,neutral
ipad application joins iphone app part monster range mobile applications job hunting,neutral
currently global fortune companies using ssh security solutions,neutral
february finnish media company sanoma oyj hel saav said yesterday net profit almost tripled eur eur announced proposal raised payout,positive
aberdeen posts h outflows says conditions remain challenging,negative
aapl downgrade bias stock buy,positive
dnkn kkd dpz loco inside week buy triggers,positive
operating profit excluding nonrecurring items totalled eur mn eur mn corresponding period,negative
ugaz cold put dent massive horizontal rig production knows,negative
amrn full bull call spread ranging july jan lets see baby,positive
aapl aapl finally breaking buybacks week look aapl test support area,negative
recent interview financial times ft sampo board chairman bjorn wahlroos said pc certainly sale price set sek billion confirming earlier statements,neutral
technopolis approximately customer companies jyvaskyla,neutral
crh adds cr laurence acquisitions tally bn,positive
nordea coordinate syndicated loan,neutral
operating profit totaled eur mn eur mn,positive
value contract eur mn,neutral
real estate company posted net loss xa million xa per share compared net profit xa million xa per share corresponding quarter,neutral
bbcn bancorp buy wilshire bancorp bln deal,positive
cramo slipped pretax loss eur million pretax profit eur million,neutral
stora enso r shares rose pct eur upmkymmene also dragged higher rising pct eur mreal b added pct eur,positive
finnish lifting equipment maker kone oyj said october order worth mln euro mln deliver total custom designed elevators norwegian shipbuilder aker yards asa,positive
